"week_ending_date","state","avg_adm_all_covid_confirmed","pct_chg_avg_adm_all_covid_confirmed_per_100k","total_adm_all_covid_confirmed_past_7days","total_adm_all_covid_confirmed_past_7days_per_100k","sum_adm_all_covid_confirmed","avg_total_patients_hospitalized_covid_confirmed","avg_percent_inpatient_beds_occupied_covid_confirmed","abs_chg_avg_percent_inpatient_beds_occupied_covid_confirmed","avg_percent_staff_icu_beds_covid","abs_chg_avg_percent_staff_icu_beds_covid"
"2024-03-23","Region 6","185.29","-9.36","1,297.00","3.04","983,182.00","1,262.00","1.48","-0.26","1.64","-0.32"
"2024-03-30","Region 6","152.71","-17.58","1,069.00","2.50","984,251.00","1,093.71","1.29","-0.19","1.44","-0.20"
"2024-04-06","Region 6","134.14","-12.16","939.00","2.20","985,190.00","919.29","1.08","-0.21","1.21","-0.23"
"2024-04-13","Region 6","119.29","-11.08","835.00","1.95","986,025.00","839.57","0.98","-0.11","1.12","-0.09"
"2024-04-20","Region 6","111.86","-6.23","783.00","1.83","986,808.00","791.14","0.92","-0.05","0.96","-0.16"
"2024-04-27","Region 6","99.14","-11.37","694.00","1.62","987,502.00","727.14","0.86","-0.06","0.83","-0.13"
"2020-08-08","Region 7","126.00","-5.26","882.00","6.24","1,011.00","867.14","2.92","-0.03","6.59","-0.30"
"2020-08-15","Region 7","153.43","21.77","1,074.00","7.60","2,085.00","924.71","2.96","0.04","6.16","-0.43"
"2020-08-22","Region 7","173.00","12.76","1,211.00","8.56","3,296.00","1,026.71","3.21","0.26","6.50","0.34"
"2020-08-29","Region 7","187.29","8.26","1,311.00","9.27","4,607.00","1,075.86","3.34","0.13","7.31","0.81"
"2020-09-05","Region 7","189.86","1.37","1,329.00","9.40","5,936.00","1,134.14","3.45","0.10","7.88","0.58"
"2020-09-12","Region 7","186.00","-2.03","1,302.00","9.21","7,238.00","1,148.29","3.50","0.05","8.64","0.76"
"2020-09-19","Region 7","205.29","10.37","1,437.00","10.16","8,675.00","1,136.29","3.50","0.01","8.74","0.09"
"2020-09-26","Region 7","228.29","11.20","1,598.00","11.30","10,273.00","1,308.57","3.94","0.44","9.73","0.99"
"2020-10-03","Region 7","261.86","14.71","1,833.00","12.96","12,106.00","1,601.71","4.58","0.65","11.11","1.38"
"2020-10-10","Region 7","317.14","21.11","2,220.00","15.70","14,326.00","1,876.00","5.13","0.55","12.19","1.08"
"2020-10-17","Region 7","365.71","15.32","2,560.00","18.10","16,886.00","2,158.43","5.77","0.64","12.96","0.77"
"2020-10-24","Region 7","375.57","2.70","2,629.00","18.59","19,515.00","2,394.00","6.28","0.50","13.62","0.66"
"2020-10-31","Region 7","445.57","18.64","3,119.00","22.06","22,634.00","2,786.71","7.27","0.99","14.75","1.13"
"2020-11-07","Region 7","609.43","36.77","4,266.00","30.17","26,900.00","3,585.29","9.36","2.09","16.91","2.16"
"2020-11-14","Region 7","789.57","29.56","5,527.00","39.09","32,427.00","4,742.14","12.36","3.00","19.39","2.48"
"2020-11-21","Region 7","877.71","11.16","6,144.00","43.45","38,571.00","5,724.14","15.21","2.86","22.79","3.40"
"2020-11-28","Region 7","740.29","-15.66","5,182.00","36.65","43,753.00","5,610.29","15.87","0.66","24.54","1.75"
"2020-12-05","Region 7","709.14","-4.21","4,964.00","35.11","48,717.00","5,363.71","15.08","-0.79","23.40","-1.14"
"2020-12-12","Region 7","665.71","-6.12","4,660.00","32.96","53,377.00","4,982.00","13.86","-1.22","22.50","-0.90"
"2020-12-19","Region 7","597.14","-10.30","4,180.00","29.56","57,557.00","4,657.43","12.79","-1.06","20.49","-2.02"
"2020-12-26","Region 7","545.14","-8.71","3,816.00","26.99","61,373.00","4,408.00","12.15","-0.65","20.23","-0.25"
"2021-01-02","Region 7","538.29","-1.26","3,768.00","26.65","65,141.00","4,313.43","11.89","-0.25","19.28","-0.96"
"2021-01-09","Region 7","554.00","2.92","3,878.00","27.43","69,019.00","4,343.43","11.95","0.05","18.37","-0.91"
"2021-01-16","Region 7","508.00","-8.30","3,556.00","25.15","72,575.00","4,019.29","11.27","-0.68","17.22","-1.14"
"2021-01-23","Region 7","406.00","-20.08","2,842.00","20.10","75,417.00","3,448.71","9.76","-1.51","15.41","-1.81"
"2021-01-30","Region 7","331.00","-18.47","2,317.00","16.39","77,734.00","2,885.71","8.18","-1.58","13.46","-1.95"
"2021-02-06","Region 7","290.00","-12.39","2,030.00","14.36","79,764.00","2,443.86","6.95","-1.23","11.46","-2.00"
"2021-02-13","Region 7","220.00","-24.14","1,540.00","10.89","81,304.00","1,984.57","5.67","-1.29","9.99","-1.47"
"2021-02-20","Region 7","199.43","-9.35","1,396.00","9.87","82,700.00","1,660.00","4.74","-0.93","8.78","-1.21"
"2021-02-27","Region 7","177.00","-11.25","1,239.00","8.76","83,939.00","1,467.00","4.17","-0.57","7.25","-1.53"
"2021-03-06","Region 7","146.43","-17.27","1,025.00","7.25","84,964.00","1,194.71","3.40","-0.77","6.04","-1.21"
"2021-03-13","Region 7","129.43","-11.61","906.00","6.41","85,870.00","1,028.43","2.93","-0.47","5.46","-0.58"
"2021-03-20","Region 7","124.43","-3.86","871.00","6.16","86,741.00","982.14","2.80","-0.13","5.06","-0.40"
"2021-03-27","Region 7","122.14","-1.84","855.00","6.05","87,596.00","927.00","2.66","-0.15","5.02","-0.04"
"2021-04-03","Region 7","123.71","1.29","866.00","6.12","88,462.00","896.29","2.57","-0.08","4.41","-0.61"
"2021-04-10","Region 7","139.71","12.93","978.00","6.92","89,440.00","967.71","2.78","0.21","4.69","0.28"
"2021-04-17","Region 7","137.71","-1.43","964.00","6.82","90,404.00","976.71","2.81","0.02","4.92","0.23"
"2021-04-24","Region 7","136.71","-0.73","957.00","6.77","91,361.00","964.00","2.77","-0.04","5.00","0.08"
"2021-05-01","Region 7","145.71","6.58","1,020.00","7.21","92,381.00","1,021.43","2.92","0.16","5.34","0.35"
"2021-05-08","Region 7","132.14","-9.31","925.00","6.54","93,306.00","1,005.00","2.88","-0.04","5.18","-0.17"
"2021-05-15","Region 7","111.57","-15.57","781.00","5.52","94,087.00","943.29","2.71","-0.17","5.13","-0.05"
"2021-05-22","Region 7","97.29","-12.80","681.00","4.82","94,768.00","811.00","2.32","-0.40","4.67","-0.46"
"2021-05-29","Region 7","101.00","3.82","707.00","5.00","95,475.00","767.71","2.19","-0.12","4.25","-0.42"
"2021-06-05","Region 7","90.71","-10.18","635.00","4.49","96,110.00","732.57","2.10","-0.10","4.05","-0.21"
"2021-06-12","Region 7","104.14","14.80","729.00","5.16","96,839.00","721.29","2.07","-0.03","4.15","0.10"
"2021-06-19","Region 7","120.71","15.91","845.00","5.98","97,684.00","801.86","2.30","0.24","4.51","0.36"
"2021-06-26","Region 7","116.86","-3.20","818.00","5.78","98,502.00","875.43","2.51","0.21","5.46","0.95"
"2021-07-03","Region 7","137.57","17.73","963.00","6.81","99,465.00","977.00","2.82","0.30","6.45","0.98"
"2021-07-10","Region 7","169.57","23.26","1,187.00","8.39","100,652.00","1,220.43","3.48","0.67","8.00","1.56"
"2021-07-17","Region 7","227.14","33.95","1,590.00","11.24","102,242.00","1,590.86","4.52","1.03","9.92","1.91"
"2021-07-24","Region 7","288.29","26.92","2,018.00","14.27","104,260.00","1,982.29","5.63","1.12","11.87","1.95"
"2021-07-31","Region 7","354.57","22.99","2,482.00","17.55","106,742.00","2,392.29","6.80","1.17","14.13","2.26"
"2021-08-07","Region 7","389.71","9.91","2,728.00","19.29","109,470.00","2,809.71","8.00","1.19","15.99","1.86"
"2021-08-14","Region 7","443.14","13.71","3,102.00","21.94","112,572.00","3,261.29","9.28","1.28","18.17","2.19"
"2021-08-21","Region 7","454.00","2.45","3,178.00","22.47","115,750.00","3,549.29","10.13","0.85","19.36","1.18"
"2021-08-28","Region 7","446.00","-1.76","3,122.00","22.08","118,872.00","3,605.86","10.35","0.21","20.18","0.82"
"2021-09-04","Region 7","413.14","-7.37","2,892.00","20.45","121,764.00","3,517.29","10.16","-0.19","19.64","-0.54"
"2021-09-11","Region 7","399.57","-3.28","2,797.00","19.78","124,561.00","3,396.57","9.88","-0.28","18.46","-1.18"
"2021-09-18","Region 7","385.14","-3.61","2,696.00","19.07","127,257.00","3,247.71","9.46","-0.41","17.55","-0.91"
"2021-09-25","Region 7","383.00","-0.56","2,681.00","18.96","129,938.00","3,082.14","9.00","-0.46","17.39","-0.16"
"2021-10-02","Region 7","335.71","-12.35","2,350.00","16.62","132,288.00","2,823.00","8.27","-0.73","15.88","-1.52"
"2021-10-09","Region 7","300.00","-10.64","2,100.00","14.85","134,388.00","2,572.86","7.56","-0.72","14.49","-1.39"
"2021-10-16","Region 7","293.14","-2.29","2,052.00","14.51","136,440.00","2,367.00","7.00","-0.55","13.61","-0.87"
"2021-10-23","Region 7","244.86","-16.47","1,714.00","12.12","138,154.00","2,176.57","6.47","-0.53","12.89","-0.72"
"2021-10-30","Region 7","259.57","6.01","1,817.00","12.85","139,971.00","2,075.71","6.15","-0.32","11.86","-1.03"
"2021-11-06","Region 7","252.86","-2.59","1,770.00","12.52","141,741.00","1,991.86","5.91","-0.25","11.02","-0.84"
"2021-11-13","Region 7","283.43","12.09","1,984.00","14.03","143,725.00","2,080.14","6.13","0.22","11.07","0.04"
"2021-11-20","Region 7","334.29","17.94","2,340.00","16.55","146,065.00","2,289.86","6.72","0.60","11.64","0.57"
"2021-11-27","Region 7","359.86","7.65","2,519.00","17.81","148,584.00","2,546.43","7.55","0.82","13.42","1.78"
"2021-12-04","Region 7","449.57","24.93","3,147.00","22.26","151,731.00","3,064.29","9.04","1.49","15.74","2.33"
"2021-12-11","Region 7","502.86","11.85","3,520.00","24.89","155,251.00","3,543.00","10.45","1.41","17.64","1.90"
"2021-12-18","Region 7","484.86","-3.58","3,394.00","24.00","158,645.00","3,854.86","11.29","0.84","18.87","1.23"
"2021-12-25","Region 7","468.86","-3.30","3,282.00","23.21","161,927.00","3,784.57","11.17","-0.12","19.82","0.95"
"2022-01-01","Region 7","579.29","23.55","4,055.00","28.68","165,982.00","4,146.43","12.23","1.07","20.45","0.63"
"2022-01-08","Region 7","710.43","22.64","4,973.00","35.17","170,955.00","5,044.57","14.83","2.59","21.88","1.43"
"2022-01-15","Region 7","826.14","16.29","5,783.00","40.90","176,738.00","6,008.00","17.47","2.65","24.19","2.31"
"2022-01-22","Region 7","845.86","2.39","5,921.00","41.87","182,659.00","6,382.71","18.58","1.11","24.58","0.39"
"2022-01-29","Region 7","790.57","-6.54","5,534.00","39.14","188,193.00","6,175.71","17.99","-0.59","23.26","-1.32"
"2022-02-05","Region 7","624.71","-20.98","4,373.00","30.93","192,566.00","5,371.57","15.69","-2.30","21.39","-1.87"
"2022-02-12","Region 7","483.14","-22.66","3,382.00","23.92","195,948.00","4,326.57","12.60","-3.09","17.73","-3.65"
"2022-02-19","Region 7","328.71","-31.96","2,301.00","16.27","198,249.00","3,124.71","9.12","-3.48","13.29","-4.44"
"2022-02-26","Region 7","241.71","-26.47","1,692.00","11.97","199,941.00","2,366.00","6.90","-2.22","9.68","-3.62"
"2022-03-05","Region 7","162.71","-32.68","1,139.00","8.06","201,080.00","1,707.86","4.99","-1.91","7.27","-2.41"
"2022-03-12","Region 7","116.86","-28.18","818.00","5.78","201,898.00","1,254.29","3.67","-1.32","5.07","-2.20"
"2022-03-19","Region 7","88.29","-24.45","618.00","4.37","202,516.00","955.57","2.80","-0.87","3.68","-1.39"
"2022-03-26","Region 7","76.57","-13.27","536.00","3.79","203,052.00","752.86","2.21","-0.59","2.98","-0.70"
"2022-04-02","Region 7","66.71","-12.87","467.00","3.30","203,519.00","601.43","1.76","-0.45","2.12","-0.87"
"2022-04-09","Region 7","56.14","-15.85","393.00","2.78","203,912.00","493.14","1.45","-0.31","1.81","-0.31"
"2022-04-16","Region 7","50.86","-9.41","356.00","2.52","204,268.00","442.00","1.30","-0.15","1.21","-0.59"
"2022-04-23","Region 7","59.86","17.70","419.00","2.96","204,687.00","391.86","1.16","-0.15","1.12","-0.09"
"2022-04-30","Region 7","59.00","-1.43","413.00","2.92","205,100.00","401.86","1.19","0.04","1.21","0.08"
"2022-05-07","Region 7","64.00","8.47","448.00","3.17","205,548.00","411.57","1.23","0.04","1.30","0.10"
"2022-05-14","Region 7","93.57","46.21","655.00","4.63","206,203.00","486.43","1.45","0.22","1.33","0.03"
"2022-05-21","Region 7","105.57","12.82","739.00","5.23","206,942.00","579.86","1.72","0.27","1.81","0.48"
"2022-05-28","Region 7","116.00","9.88","812.00","5.74","207,754.00","629.14","1.87","0.15","1.84","0.03"
"2022-06-04","Region 7","142.57","22.91","998.00","7.06","208,752.00","777.14","2.32","0.44","2.14","0.30"
"2022-06-11","Region 7","152.57","7.01","1,068.00","7.55","209,820.00","882.86","2.62","0.31","2.32","0.17"
"2022-06-18","Region 7","166.57","9.18","1,166.00","8.25","210,986.00","970.43","2.89","0.27","2.56","0.24"
"2022-06-25","Region 7","188.00","12.86","1,316.00","9.31","212,302.00","1,078.57","3.22","0.33","2.58","0.02"
"2022-07-02","Region 7","196.14","4.33","1,373.00","9.71","213,675.00","1,137.86","3.40","0.18","2.93","0.35"
"2022-07-09","Region 7","231.86","18.21","1,623.00","11.48","215,298.00","1,275.43","3.81","0.42","3.29","0.36"
"2022-07-16","Region 7","250.57","8.07","1,754.00","12.40","217,052.00","1,415.14","4.21","0.40","3.88","0.59"
"2022-07-23","Region 7","269.14","7.41","1,884.00","13.32","218,936.00","1,554.43","4.64","0.43","4.39","0.51"
"2022-07-30","Region 7","255.57","-5.04","1,789.00","12.65","220,725.00","1,576.86","4.70","0.06","4.55","0.17"
"2022-08-06","Region 7","260.71","2.01","1,825.00","12.91","222,550.00","1,583.43","4.72","0.03","4.71","0.15"
"2022-08-13","Region 7","246.29","-5.53","1,724.00","12.19","224,274.00","1,508.57","4.52","-0.20","4.21","-0.49"
"2022-08-20","Region 7","232.86","-5.45","1,630.00","11.53","225,904.00","1,434.57","4.30","-0.23","3.94","-0.27"
"2022-08-27","Region 7","215.86","-7.30","1,511.00","10.69","227,415.00","1,380.71","4.15","-0.15","4.05","0.11"
"2022-09-03","Region 7","218.00","0.99","1,526.00","10.79","228,941.00","1,348.86","4.05","-0.10","3.85","-0.20"
"2022-09-10","Region 7","203.14","-6.82","1,422.00","10.06","230,363.00","1,305.43","3.90","-0.15","3.71","-0.14"
"2022-09-17","Region 7","188.57","-7.17","1,320.00","9.34","231,683.00","1,257.29","3.75","-0.15","3.66","-0.05"
"2022-09-24","Region 7","178.43","-5.38","1,249.00","8.83","232,932.00","1,212.86","3.61","-0.14","3.46","-0.20"
"2022-10-01","Region 7","160.71","-9.93","1,125.00","7.96","234,057.00","1,096.57","3.26","-0.35","3.49","0.03"
"2022-10-08","Region 7","140.71","-12.44","985.00","6.97","235,042.00","1,012.43","3.02","-0.24","2.86","-0.63"
"2022-10-15","Region 7","142.86","1.52","1,000.00","7.07","236,042.00","959.29","2.85","-0.17","2.88","0.02"
"2022-10-22","Region 7","140.57","-1.60","984.00","6.96","237,026.00","906.86","2.69","-0.16","2.69","-0.19"
"2022-10-29","Region 7","154.57","9.96","1,082.00","7.65","238,108.00","980.14","2.91","0.22","3.09","0.40"
"2022-11-05","Region 7","157.00","1.57","1,099.00","7.77","239,207.00","996.86","2.97","0.06","2.74","-0.35"
"2022-11-12","Region 7","152.29","-3.00","1,066.00","7.54","240,273.00","1,048.29","3.12","0.15","2.95","0.21"
"2022-11-19","Region 7","149.43","-1.88","1,046.00","7.40","241,319.00","1,007.43","2.98","-0.13","2.53","-0.43"
"2022-11-26","Region 7","184.43","23.42","1,291.00","9.13","242,610.00","1,058.71","3.15","0.17","2.70","0.17"
"2022-12-03","Region 7","235.14","27.50","1,646.00","11.64","244,256.00","1,392.29","4.11","0.96","3.42","0.72"
"2022-12-10","Region 7","249.43","6.08","1,746.00","12.35","246,002.00","1,538.14","4.56","0.45","4.01","0.59"
"2022-12-17","Region 7","242.43","-2.81","1,697.00","12.00","247,699.00","1,598.57","4.77","0.21","4.44","0.43"
"2022-12-24","Region 7","238.71","-1.53","1,671.00","11.82","249,370.00","1,606.00","4.75","-0.03","4.46","0.03"
"2022-12-31","Region 7","250.71","5.03","1,755.00","12.41","251,125.00","1,578.71","4.74","-0.00","4.52","0.06"
"2023-01-07","Region 7","223.43","-10.88","1,564.00","11.06","252,689.00","1,642.86","4.80","0.06","4.67","0.15"
"2023-01-14","Region 7","194.57","-12.92","1,362.00","9.63","254,051.00","1,456.29","4.25","-0.55","4.24","-0.43"
"2023-01-21","Region 7","160.29","-17.62","1,122.00","7.93","255,173.00","1,245.29","3.65","-0.60","3.53","-0.71"
"2023-01-28","Region 7","135.14","-15.69","946.00","6.69","256,119.00","1,043.14","3.08","-0.57","2.90","-0.63"
"2023-02-04","Region 7","131.43","-2.75","920.00","6.51","257,039.00","946.71","2.78","-0.29","2.98","0.07"
"2023-02-11","Region 7","136.86","4.13","958.00","6.78","257,997.00","925.14","2.71","-0.07","2.56","-0.41"
"2023-02-18","Region 7","150.29","9.81","1,052.00","7.44","259,049.00","922.29","2.71","-0.00","2.76","0.19"
"2023-02-25","Region 7","150.14","-0.10","1,051.00","7.43","260,100.00","954.71","2.82","0.10","2.76","0.01"
"2023-03-04","Region 7","164.00","9.23","1,148.00","8.12","261,248.00","971.86","2.86","0.04","2.67","-0.09"
"2023-03-11","Region 7","157.00","-4.27","1,099.00","7.77","262,347.00","948.71","2.81","-0.05","2.61","-0.06"
"2023-03-18","Region 7","141.57","-9.83","991.00","7.01","263,338.00","964.86","2.86","0.05","2.59","-0.02"
"2023-03-25","Region 7","130.00","-8.17","910.00","6.44","264,248.00","946.29","2.80","-0.06","2.94","0.35"
"2023-04-01","Region 7","126.43","-2.75","885.00","6.26","265,133.00","873.00","2.58","-0.21","2.59","-0.35"
"2023-04-08","Region 7","109.43","-13.45","766.00","5.42","265,899.00","776.86","2.30","-0.29","2.48","-0.11"
"2023-04-15","Region 7","91.00","-16.84","637.00","4.50","266,536.00","693.14","2.05","-0.25","2.08","-0.40"
"2023-04-22","Region 7","75.00","-17.58","525.00","3.71","267,061.00","585.86","1.72","-0.33","1.86","-0.23"
"2023-04-29","Region 7","59.86","-20.19","419.00","2.96","267,480.00","482.14","1.42","-0.30","1.62","-0.24"
"2023-05-06","Region 7","53.71","-10.26","376.00","2.66","267,856.00","413.00","1.22","-0.20","1.31","-0.31"
"2023-05-13","Region 7","54.00","0.53","378.00","2.67","268,234.00","390.71","1.16","-0.06","1.17","-0.13"
"2023-05-20","Region 7","38.86","-28.04","272.00","1.92","268,506.00","338.71","1.00","-0.15","0.95","-0.22"
"2023-05-27","Region 7","29.00","-25.37","203.00","1.44","268,709.00","262.29","0.78","-0.22","0.74","-0.21"
"2023-06-03","Region 7","31.00","6.90","217.00","1.53","268,926.00","236.00","0.70","-0.08","0.65","-0.09"
"2023-06-10","Region 7","27.29","-11.98","191.00","1.35","269,117.00","216.71","0.64","-0.06","0.62","-0.02"
"2023-06-17","Region 7","24.29","-10.99","170.00","1.20","269,287.00","192.86","0.58","-0.07","0.60","-0.03"
"2023-06-24","Region 7","22.14","-8.82","155.00","1.10","269,442.00","174.86","0.52","-0.05","0.62","0.02"
"2023-07-01","Region 7","21.71","-1.94","152.00","1.07","269,594.00","166.43","0.50","-0.03","0.59","-0.03"
"2023-07-08","Region 7","23.29","7.24","163.00","1.15","269,757.00","158.14","0.47","-0.02","0.44","-0.14"
"2023-07-15","Region 7","29.43","26.38","206.00","1.46","269,963.00","177.71","0.53","0.05","0.47","0.03"
"2023-07-22","Region 7","26.71","-9.22","187.00","1.32","270,150.00","175.00","0.52","-0.01","0.44","-0.03"
"2023-07-29","Region 7","32.00","19.79","224.00","1.58","270,374.00","185.57","0.55","0.03","0.44","-0.00"
"2023-08-05","Region 7","36.43","13.84","255.00","1.80","270,629.00","205.00","0.61","0.06","0.54","0.10"
"2023-08-12","Region 7","47.29","29.80","331.00","2.34","270,960.00","265.86","0.80","0.19","0.65","0.11"
"2023-08-19","Region 7","64.86","37.16","454.00","3.21","271,414.00","366.57","1.09","0.29","0.97","0.32"
"2023-08-26","Region 7","78.86","21.59","552.00","3.90","271,966.00","439.29","1.30","0.22","1.26","0.29"
"2023-09-02","Region 7","91.43","15.94","640.00","4.53","272,606.00","512.71","1.52","0.21","1.38","0.12"
"2023-09-09","Region 7","108.43","18.59","759.00","5.37","273,365.00","586.00","1.74","0.22","1.36","-0.02"
"2023-09-16","Region 7","116.29","7.25","814.00","5.76","274,179.00","651.71","1.93","0.19","1.90","0.55"
"2023-09-23","Region 7","112.00","-3.69","784.00","5.54","274,963.00","637.86","1.90","-0.03","1.86","-0.04"
"2023-09-30","Region 7","108.43","-3.19","759.00","5.37","275,722.00","620.14","1.84","-0.06","1.81","-0.05"
"2023-10-07","Region 7","85.71","-20.95","600.00","4.24","276,322.00","533.14","1.58","-0.26","1.48","-0.33"
"2023-10-14","Region 7","91.14","6.33","638.00","4.51","276,960.00","507.14","1.50","-0.08","1.71","0.22"
"2023-10-21","Region 7","105.14","15.36","736.00","5.21","277,696.00","543.71","1.61","0.11","1.74","0.04"
"2023-10-28","Region 7","124.71","18.61","873.00","6.17","278,569.00","579.00","1.71","0.10","1.48","-0.26"
"2023-11-04","Region 7","110.29","-11.57","772.00","5.46","279,341.00","547.71","1.62","-0.09","1.64","0.16"
